id,source,geneA,geneB,geneC
NL_1016,NL,1.244620571833712,-10.3880136372246,119.32583490718595
NL_0958,NL,0.5628552967225122,-2.6859235280489524,102.96595869548362
NL_1246,NL,0.43414312967150137,-3.9205047697573208,98.2807496065807
NL_0125,NL,1.8485867544183519,5.569711336361146,85.16550365972945
NL_0891,NL,0.3391527990373733,-22.16137269088975,102.89268436457232
NL_0066,NL,2.6701058014618195,-0.5579221777699006,99.33420660807137
NL_0121,NL,1.9081752514867,5.137135254246889,112.68442272439586
NL_0226,NL,0.1994348161638109,-18.13651724723943,87.07695104548432
NL_0989,NL,0.7440415836560427,6.693678324114738,107.24963459303952
NL_0009,NL,5.614874862321545,23.652413022126474,91.61224013824518
NL_0957,NL,1.1256964814318624,5.255564216283882,98.8521191154182
NL_0916,NL,0.4835378345435078,-2.6841945305801773,110.55313603750176
NL_0683,NL,0.17285241559145625,-17.009809412825025,106.60782565515485
NL_0432,NL,0.29072570017550786,-9.851911091046194,93.1520991877882
NL_0666,NL,1.128825768992346,12.884942688434487,96.05348006547996
NL_1018,NL,2.224438004924179,4.197111327866282,101.16559807325982
NL_0366,NL,0.7957696886498001,-1.5999812604304628,104.72293292421347
NL_0578,NL,0.7465610818759452,-2.604497461118717,106.97801154749385
NL_1286,NL,0.6235499325332857,8.60036612902473,88.724997311157
NL_0216,NL,0.47030352400122805,9.4617579166923509,99.62226210346013
NL_1094,NL,1.213575125258806,-2.1864597259564063,99.7889414743757
NL_1169,NL,0.5009099861013361,-15.973220212966384,97.95473236603468
NL_0501,NL,4.413906516806299,22.437044854159183,108.94495558787708
NL_1229,NL,0.7604270529349495,-1.158933346142275,105.35400449015246
NL_0761,NL,9.095231058944988,0.2171431645317734,104.98566312359607
NL_0717,NL,1.4283286154177581,0.1473140671298312,84.97205016191855
NL_0320,NL,0.48972391074006516,-3.9122563113905002,99.44338252959916
NL_0423,NL,2.4601505010575475,17.034973595349378,102.94765618814718
NL_0042,NL,0.2617306738900167,-17.268123310475655,96.64653427812122
NL_1314,NL,1.026367778434878,-3.5640373718350213,112.91325732904464
NL_0612,NL,1.7617747051828014,11.650470615235617,91.5801773441464
NL_1057,NL,0.8144581533980815,-3.282827245064932,124.17000244773854
NL_0043,NL,0.3974450138327319,-16.58288655203856,101.63830580108221
NL_0450,NL,0.8937742207983868,-0.7732812625767854,91.7921866332376
NL_0276,NL,0.795986452424522,-0.632815380563086,98.07303497806008
NL_0093,NL,0.23563100333871065,-6.638575139691483,102.44219027651575
NL_0262,NL,1.7187972180715445,6.219803422979871,100.74745490145641
NL_0752,NL,0.29855043534519726,-10.162432833513762,105.73485032784657
NL_0725,NL,3.9726795871510805,7.4540212216667046,94.73027981738457
NL_0705,NL,0.3265158993685303,-10.33449073519087,99.87862922009012
NL_0996,NL,6.126649582443393,7.4711752054476115,92.40330195631337
NL_0223,NL,0.5459221240427898,-3.88245308060415,102.469560818746
NL_0528,NL,0.3997257004507753,-13.484288497025043,98.24812273066756
NL_0663,NL,1.790824511284122,9.782479634759921,96.18886800118733
NL_0063,NL,1.9452649025319395,5.676938123665973,106.75775251954553
NL_0210,NL,3.2400800892908537,5.479289976224722,88.22456655861514
NL_1317,NL,0.466800805385823,-5.5587154003593415,90.47640066909207
NL_0614,NL,0.7137192434061356,5.061801914584146,93.10180862655385
NL_0106,NL,1.0328106789497302,-8.137039911960068,102.70628651879741
NL_0599,NL,2.3409488738694413,15.048933932953815,91.19274839269407
NL_0487,NL,0.43879652817205744,-3.4434422359531345,111.15216544495807
NL_1155,NL,0.6252245326231987,2.241207321759524,101.18493291965626
NL_0074,NL,1.7318589945457434,12.216210343421512,124.83434393157268
NL_0035,NL,0.2505913080072112,-30.792124937177668,124.36299144767624
NL_0867,NL,1.2069229293588468,-1.5451770059045304,99.3493916259486
NL_0890,NL,0.21463934430361822,-9.296290921168948,109.90086091124611
NL_0437,NL,1.7574282249862603,26.835618661509685,113.32268097884497
NL_0773,NL,4.211843744250835,18.405358701878967,98.17196567895698
NL_0856,NL,1.3984799491426716,7.102684401050663,96.23768075644573
NL_0345,NL,0.5130238194409908,-1.4545195416773278,91.11968384579575
NL_1004,NL,2.0937070519245955,4.984240714690595,88.80982017026645
NL_0461,NL,0.2906126507495329,-24.589215169333375,91.69106397994662
NL_0142,NL,1.0387669551388066,-2.3252380407163065,98.30828342612507
NL_0861,NL,0.8916076138387469,-2.5908246855191672,105.98021246102037
NL_1116,NL,3.326516912771089,10.400122290283047,94.38121381578104
NL_0652,NL,1.8755750834612757,2.5411092523157834,127.90124501885126
NL_0322,NL,0.5958548534489085,-18.74432150158141,81.28283466731565
NL_0803,NL,0.8118717910403757,-7.696218201187381,77.92528640221107
NL_1128,NL,5.457779452343556,26.812315706608565,94.96814827843231
NL_0933,NL,1.3536269398000578,4.404766136341331,118.41539962943159
NL_0938,NL,0.08009897701683022,-16.366743721289822,100.77272559892653
NL_0234,NL,0.5867555117223806,3.51113241488998,96.82614770827193
NL_0221,NL,0.980712747844882,-8.238995078597892,102.50725061567957
NL_0227,NL,0.4391192878673619,-12.543597738388854,103.41462937518025
NL_0527,NL,0.31234590066732265,-16.54718665959383,93.30779900449102
NL_1228,NL,0.6994517397855453,0.5195558265431575,117.33719817128926
NL_1056,NL,0.7148340035134372,-10.152731353408653,90.45380419688807
NL_0447,NL,1.0986706546966156,-1.5307057116975114,96.97033993488589
NL_0484,NL,10.108646509775204,26.084907725045994,120.05105107657363
NL_0715,NL,0.8856297202590009,-4.6944558527270495,90.4003848337166
NL_1206,NL,1.0430203266445968,11.187096602342589,110.786819672394
NL_0670,NL,0.12274747971146709,-15.348312211575504,121.79670372668812
NL_0924,NL,15.31995747644031,23.056376599078714,85.50922368016595
NL_0152,NL,3.579027899898256,15.36264173966552,94.16455244273044
NL_0130,NL,1.801222622008129,2.7264925237348843,96.1354896209451
NL_0306,NL,0.14045716568234276,-13.061758893449971,105.39710916664856
NL_1003,NL,0.040490062740700654,-31.176683844482614,111.72371965617066
NL_1184,NL,1.805578739008739,-8.412707225349514,74.21383427116574
NL_1288,NL,1.0624172688621214,3.8335062560134388,78.69727210937661
NL_1050,NL,1.0933899878218991,6.428558522674242,104.90811585159503
NL_1193,NL,0.6244756670133343,-21.0639898273436,107.25080332068612
NL_0147,NL,0.08294460073111337,-22.255096174971534,97.3914719412352
NL_0333,NL,0.3363294522573302,-9.137466225728836,104.99861753124114
NL_0560,NL,0.6577024894234481,-2.9257945747995606,116.78369779732924
NL_0213,NL,8.571207555171604,6.621853163563852,103.8573779226292
NL_0268,NL,0.5882682087115956,1.6330249507575383,95.01253684457005
NL_0417,NL,0.1982396405641728,-17.852442159300367,81.78481006959048
NL_0771,NL,1.4559009502804534,-0.47263091856989264,89.84338097652301
NL_1077,NL,1.5938466876975677,-9.00842629862409,89.23665596330089
NL_0790,NL,0.07512058717801104,-27.190456597474082,108.21178057668567
NL_1168,NL,0.9856154491162153,2.310543351273599,93.41079611741608
NL_1313,NL,1.061711481565811,-17.439679552432462,102.23458386068444
NL_0343,NL,0.5139800678105746,8.96621661812033,90.41832884838041
NL_0428,NL,0.8158879290592193,12.272859029809842,91.42250281731826
NL_0403,NL,4.207073186249068,5.709566518349774,121.76770800773673
NL_1201,NL,1.9943379103461212,-4.189726552568723,100.75245736462752
NL_1320,NL,1.6695360755312827,17.8401885871264,111.4231539157812
NL_1151,NL,2.580111499871911,-1.955570965241591,99.10897397279567
NL_0257,NL,0.7391512892769427,-11.189597513786179,108.81079319403833
NL_0485,NL,3.333304217101106,4.56206196611593,90.47717562698698
NL_0404,NL,0.7600624813089478,11.449616332925226,96.90127887690633
NL_0346,NL,1.5227950430009067,-11.060697216340884,118.7165991420746
NL_0442,NL,1.294905194550428,-3.8153879417044534,115.89601570150784
NL_0818,NL,2.3885122238833816,21.61013047496877,108.25421303444296
NL_1025,NL,0.0977304948517893,-20.64705542965655,97.58633060779698
NL_0391,NL,0.40839469634031494,-7.756687696492244,108.52040485240926
NL_1053,NL,1.8153114029742725,9.49781989061201,103.47391859362541
NL_0335,NL,8.565910989070154,21.63907079380202,86.39887217245213
NL_0116,NL,2.504898891574261,2.327542499348572,99.36614771635398
NL_1095,NL,0.19418526085087154,-28.227019939899996,109.65910736178934
NL_0681,NL,0.8897234867768486,3.2542448847362104,102.1132437337803
NL_0215,NL,0.8202777235576837,0.5476982399759689,84.54397355162583
NL_0187,NL,1.7799261288857366,-10.503333062775491,99.36802263609866
NL_0778,NL,2.229779663534322,12.839284568873701,96.06932460546582
NL_0562,NL,20.349313521866524,29.718267205852207,105.95686940447095
NL_0855,NL,1.9520962657338,3.418001524027644,118.9692590819103
NL_0091,NL,0.17134783378318635,-9.00392358261643,101.6967856991331
NL_1111,NL,0.13099319562445869,-26.417098962448343,99.53128354405226
NL_0441,NL,0.3393969933949892,-15.942409473363774,96.79921286061118
NL_0952,NL,1.6138226236686506,0.4267780556213699,103.44523196991032
NL_0334,NL,0.718805975422575,-7.396452196690559,90.9985342666242
NL_1109,NL,0.7378487799826514,-13.060012057249162,109.59921104150804
NL_0506,NL,3.0162477014597955,8.817056865181891,105.31570733652711
NL_0781,NL,1.9742379787885245,1.4134167397027642,84.9718498530106
NL_1270,NL,1.8794657128181376,4.876271797159721,83.61556321318743
NL_0914,NL,0.5961997324998619,-12.905938538114716,88.32106274453757
NL_0087,NL,0.758217062995106,8.171118924394232,94.79119991103283
NL_0806,NL,0.3620877923026646,-15.743576235271966,100.50250849034146
NL_0519,NL,1.0879110681668458,0.5454606562687678,108.82095686985566
NL_0471,NL,4.4228763346936475,12.84209950719777,106.97050376783847
NL_1191,NL,13.100876720789337,9.329301781697602,113.73354398095316
NL_0280,NL,1.2317880842388458,-1.6198925935069775,82.07884945047162
NL_0357,NL,4.050521925927131,1.0571296126918461,99.24236543408743
NL_0946,NL,1.1115164558078385,15.305432292339427,78.90572827619934
NL_1144,NL,1.8712723199276862,6.3613047073558,102.22282309157202
NL_0797,NL,1.942987464081731,4.856556046349537,109.17464431585688
NL_0448,NL,1.8172210835420592,-6.521391068767661,95.78927802236838
NL_1080,NL,0.5284796745401111,-10.197526225556546,88.42915228711479
NL_1137,NL,0.9572679611442158,-12.507675804475262,112.48665745244227
NL_0005,NL,1.0080532244793272,2.101690541354234,97.95714803335744
NL_0164,NL,1.5582744698750572,14.320813299128934,114.66765036744646
NL_0385,NL,0.2385041766806366,-5.171658642047724,82.41451444202391
NL_0906,NL,5.657472604046491,19.4210880358778,103.41750514965646
NL_1002,NL,0.565473951582485,-3.4814491806976307,91.53740190611515
NL_0769,NL,0.6477208414768193,6.9664289281077725,90.66968804939155
NL_0808,NL,0.5278833340372635,-3.13091155442311,89.45415385780936
NL_0491,NL,4.86460871611437,11.212739513973332,93.96042794103016
NL_0546,NL,0.6742601556439428,-5.305702322183644,91.42481802070955
NL_0493,NL,0.39682005924808156,-5.559261851866408,99.55028603722616
NL_0271,NL,0.534078728214575,-7.607688279881428,107.29359614285649
NL_0889,NL,1.1720364646194235,-2.6088094771488772,125.58225358622173
NL_0636,NL,1.3427009189732046,10.66589403713377,102.22621886631926
NL_0175,NL,0.2077981268557556,-7.9031774607502445,107.07617649471378
NL_0407,NL,1.3863551512833032,-4.21670185820914,98.23176723809462
NL_0857,NL,1.059991096625436,-13.867932592086127,93.0323288306238
NL_0085,NL,1.4670034313718368,5.909583853372512,101.98876423582624
NL_0198,NL,1.4399124744825695,2.6287853641253935,97.61911213906228
NL_1017,NL,0.5282090866568068,-5.193275149486532,87.05197171064734
NL_0015,NL,0.6947646385128164,-18.71892730018297,104.33078834502875
NL_0120,NL,1.448975613664188,6.888346567592079,100.70873373637284
NL_1085,NL,1.2818927370941124,-9.140877822591534,112.51452351711484
NL_0239,NL,1.0193850617377178,-8.626953100076912,96.4754159247738
NL_0397,NL,2.4419498376497804,9.820867808134693,109.16782196460046
NL_0872,NL,1.2433150860615627,-17.49885495497238,106.05758107409501
NL_1256,NL,0.2359196945556728,-25.262564107067075,111.36302210260368
NL_1302,NL,1.0584647712997477,5.803198877029416,91.91365122312918
NL_1284,NL,5.5641806774643685,9.605225283380264,88.68864786921218
NL_1290,NL,0.9521102856072909,-8.54504063460076,103.2812501204983
NL_0105,NL,5.05228920166872,16.018698051230857,111.11246280915377
NL_1213,NL,0.4902805448956135,-0.6338082340277473,93.52951837607952
NL_0955,NL,0.11898851407594967,-10.488678244210528,106.13051187817305
NL_0508,NL,1.075041284816364,-9.106426775644012,84.82335456633058
NL_0351,NL,0.2531540535957916,-10.833669470766289,95.2432733738132
NL_0907,NL,0.15912862237093645,-1.7238249400758188,99.65209211348902
NL_0844,NL,0.422968472671869,-16.498567559291853,120.62036812764997
NL_0107,NL,1.329385422654863,4.912765219342487,98.58174394380531
NL_0571,NL,2.5018165903604253,5.592151684399753,81.28751103294857
NL_0374,NL,1.8885356956124393,10.35779949944976,98.7512437903314
NL_0094,NL,1.3824567632704772,-1.744574620165532,97.72573575822135
NL_1038,NL,5.863386099821724,5.302298804670837,103.17045822677477
NL_0317,NL,4.230400663200618,12.50610447205962,101.97772382990128
NL_1171,NL,2.7552574272648016,19.189046243714625,88.95382216373312
NL_0605,NL,1.536397734693417,13.134870920458056,96.45173512312087
NL_0361,NL,0.05851251375129465,-38.62443874307243,86.61034279187848
NL_1232,NL,1.3266899906083167,10.56203785230312,83.24599476292127
NL_0992,NL,0.9657282088774302,5.453007690900362,95.81606837563076
NL_0862,NL,3.649075463543928,5.1536321862461785,79.25736828890228
NL_0551,NL,1.1822072136960744,2.7720421746563213,100.16344830865386
NL_0701,NL,0.6578008449968595,-10.228676409665411,104.91110223454459
NL_0633,NL,0.3159466967226161,-4.720286386582547,116.01400700795432
NL_0542,NL,0.7040088268101128,-3.326555831009844,106.55103288294147
NL_1007,NL,6.2395849082128985,19.15003505574343,116.87310451818243
NL_0162,NL,1.5256510165804356,5.329960283062927,84.94598984587421
NL_1079,NL,0.6292994517705894,-11.136516381736566,97.97061496297785
NL_1072,NL,1.1378225508953277,-4.871512448449868,104.62645831659937
NL_0788,NL,0.8508554902137225,3.2632337941551133,101.8676555516284
NL_0347,NL,0.6760955005087167,2.3241931735428953,103.34306173557839
NL_0494,NL,3.6466241844684033,22.021491661296487,91.32357867896694
NL_0188,NL,7.240111990992418,11.127613794393378,85.87019779345889
NL_0282,NL,1.099285816728427,-17.254305535857476,92.24031592377055
NL_0969,NL,1.7623446063560713,-5.081398169048265,96.29650655373246
NL_0031,NL,0.6837022370086797,-5.208559442727534,93.70814031387289
NL_0038,NL,2.1551732322004993,21.120001089713693,107.51932325491084
NL_1304,NL,0.37329085177312493,-18.141044333820766,100.24020325859001
NL_0504,NL,2.0296156985410723,7.884671603528226,114.07274090977735
NL_1255,NL,2.1287159627856798,23.68152747528881,94.92404465634989
NL_0888,NL,3.8201766279307123,37.10956681930972,97.2538075116834
NL_0124,NL,1.001887616845267,-0.5386612539732288,95.38311888672054
NL_0592,NL,1.1020024239144914,12.205841969663613,107.17327719108978
NL_1242,NL,0.13450821228879048,-13.90995540500456,96.4827153040708
NL_0905,NL,1.0533532698618464,-7.631483014147477,104.48910015344416
NL_0510,NL,0.335088492255657,-13.770181669390592,93.76089680026378
NL_0677,NL,1.4737697270662575,-3.8921227278796193,96.24236562479172
NL_0626,NL,0.43928570436657693,-4.863075929217758,106.91255552437723
NL_1203,NL,0.11463306093558133,-29.30361566665466,109.52758575959115
NL_0747,NL,1.3725648268553243,10.44090296803552,95.29176649726696
NL_0367,NL,4.691931485097014,18.896859118048475,105.83596522787883
NL_1126,NL,1.4598134001316507,1.113558910274814,101.93092318932563
NL_1241,NL,0.5074962065741158,-1.4233741114051708,108.96558990308543
NL_0348,NL,3.0370893126859455,-4.782128625306874,88.90228158918347
NL_0150,NL,0.9944266979618056,1.856187927533893,87.77102474012344
NL_1001,NL,7.222081455725048,13.971043009007346,82.20384567697279
NL_0735,NL,1.8097267944319786,12.73593340220424,111.64219908901079
NL_0734,NL,1.5575283322632987,-16.221636418689073,116.36485358225774
NL_0775,NL,1.2927777461332752,13.028204690115237,92.0104474682007
NL_0798,NL,0.895407161419423,3.534328113599358,97.76920339514855
NL_0010,NL,0.3733824798771341,-14.547256586401037,95.45492370877854
NL_0569,NL,0.10486141693112479,-34.413028880177265,95.21890482992691
NL_0007,NL,0.6153456413900389,-0.3414981735278422,106.28011078151164
NL_1015,NL,2.181827287797372,3.2661695233390944,93.7435066312667
NL_0597,NL,0.3966711444360147,1.899495984612825,98.07604276190494
NL_0372,NL,0.34804812673523683,-19.387400949118945,101.87318561356405
NL_0209,NL,0.441167326692346,2.118609367353786,99.71335786163559
NL_0809,NL,0.48433511953998254,-8.024979366669088,108.38930864705212
NL_1177,NL,2.4155168915184246,10.422915092864644,107.98759274570772
NL_0387,NL,0.3821380748342822,-11.383151246244045,98.68083928025456
NL_0071,NL,2.4611156666564957,7.667678735638093,95.02458716472745
NL_0853,NL,0.9074160182029162,0.08634251202409508,111.91695417678463
NL_0866,NL,1.8266370817814235,15.372906874683633,105.39134340375452
NL_0507,NL,0.36129653095535647,-11.394109032951707,103.1608251603879
NL_0398,NL,0.7136912880528342,4.708127956239582,105.90235728323327
NL_1208,NL,0.45553483328275196,-9.855867075695766,94.90779613580878
NL_0433,NL,0.6895155703784126,-7.822127764417308,87.37619430106197
NL_0942,NL,0.3354540911539981,-2.2265536859442694,84.70355928095105
NL_0828,NL,1.1022627225037087,-9.00850552599763,84.26791251540786
NL_0477,NL,1.1030196956534495,-7.92303467264958,109.2607819480615
NL_1226,NL,11.146174197038023,17.436611061239994,102.97301064433094
NL_1147,NL,1.0794211263295888,19.134137268720398,100.05586041485726
NL_1103,NL,1.7910947038910459,11.108266276867802,95.31385967208631
NL_0139,NL,0.39255832379501554,-6.321285300379408,101.21318474340626
NL_0384,NL,1.5228276065175859,-6.873996104028234,103.38729003642463
NL_0706,NL,0.46676641038839684,-8.41269835546084,87.32085406823197
NL_1307,NL,0.22793040856983607,-16.78544436817434,96.36618008045068
NL_1305,NL,1.05732087065985,-3.3023611514800786,108.45498018247248
NL_1035,NL,0.956549638345811,1.7329642856005723,96.54441089684155
NL_0258,NL,2.981460953425194,10.343808769178866,98.58257918816766
NL_1214,NL,0.7678228494578703,-15.586883412715103,105.15939963220592
NL_1248,NL,0.27844511844270864,-10.35154358975834,101.50289603758496
NL_0793,NL,0.4815698350270189,-8.701392639242968,103.03548235591302
NL_0711,NL,6.061307328362494,30.221739177405592,95.95887835390077
